,"mathsat5","{0}",,,,,,
"QF_LIA/nec-smt/med/int_from_list/prp-13-32.smt2",0,0.681291574279379,0.734,0.898,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-13-33.smt2",0,0.799142350157729,0.969,1.912,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-14-32.smt2",0,0.653488604558177,0.781,0.867,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-14-33.smt2",0,1.0407960199005,1,1.156,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-14-34.smt2",0,0.98797456690011,1.281,1.407,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-14-35.smt2",0,1.55086678832117,1.625,2.056,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-14-36.smt2",0,1.91212105038429,2.141,2.299,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-15-34.smt2",0,1.24302653572921,1.422,1.571,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-15-35.smt2",0,1.52100387763895,1.688,1.78,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-15-36.smt2",0,1.92725742804085,1.984,2.162,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-15-37.smt2",0,2.47191948398577,2.656,2.811,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-15-38.smt2",0,3.04336846728151,3.313,3.532,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-16-25.smt2",0,0.0835641244141457,0.094,0.209,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-18-24.smt2",0,0.0869733924611974,0.094,0.19,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-18-25.smt2",0,0.0862467018469656,0.078,0.2,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-18-26.smt2",0,0.138096746937051,0.156,0.297,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-18-27.smt2",0,0.143681318681319,0.156,0.32,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-19-26.smt2",0,0.12455016934801,0.141,0.283,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-19-27.smt2",0,0.141688339835284,0.156,0.304,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-19-28.smt2",0,0.249747191011236,0.266,0.916,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-19-29.smt2",0,0.281061908856406,0.313,0.429,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-19-30.smt2",0,0.360902996845426,0.438,1.177,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-21-37.smt2",0,2.47983534806169,2.844,3.022,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-21-38.smt2",0,2.83025914634146,3.328,3.556,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-21-39.smt2",0,3.71416521549848,4.078,4.295,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-21-40.smt2",0,4.67373903508772,5.094,5.401,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-22-28.smt2",0,0.193876037959668,0.234,0.347,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-22-29.smt2",0,0.279757882882883,0.297,0.455,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-22-30.smt2",0,0.376956342668863,0.438,0.596,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-22-31.smt2",0,0.521926322992701,0.547,1.13,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-22-32.smt2",0,0.689064558629776,0.75,0.876,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-23-31.smt2",0,0.519078076753418,0.563,0.697,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-23-32.smt2",0,0.648347107438016,0.75,1.196,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-23-33.smt2",0,0.887702584318879,0.969,1.093,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-23-34.smt2",0,1.19654742096506,1.375,1.538,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-23-35.smt2",0,1.60735481136075,1.813,1.991,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-24-39.smt2",0,3.59888383181621,3.969,4.231,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-24-40.smt2",0,4.99514075067024,5.344,5.643,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-25-33.smt2",0,0.953782826177574,1.094,1.218,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-25-34.smt2",0,1.13239332488382,1.281,2.16,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-25-35.smt2",0,1.52807418699187,1.797,1.971,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-25-36.smt2",0,2.12393433179723,2.203,2.33,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-25-37.smt2",0,2.72749135322092,3.016,3.237,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-26-36.smt2",0,1.95006779307468,2.234,2.379,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-26-37.smt2",0,2.51977747018739,2.828,3.799,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-26-38.smt2",0,3.18786390101893,3.141,3.297,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-26-39.smt2",0,3.62780311668567,4.563,4.905,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-26-40.smt2",0,4.26140720858896,5.313,5.598,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-27-38.smt2",0,3.12905982905983,3.5,3.715,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-27-39.smt2",0,3.74295734489051,3.922,4.439,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-27-40.smt2",0,4.71866797900262,5.156,5.415,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-28-27.smt2",0,0.124129746835443,0.141,0.234,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-28-29.smt2",0,0.29562338501292,0.328,0.438,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-29-28.smt2",0,0.139511310285958,0.156,0.347,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-29-29.smt2",0,0.194899914821124,0.219,1.364,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-29-30.smt2",0,0.342062578484721,0.391,0.541,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-29-31.smt2",0,0.569621313672922,0.609,0.762,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-30-30.smt2",0,0.372804516423358,0.391,0.802,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-30-31.smt2",0,0.514886634844869,0.516,1.863,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-30-32.smt2",0,0.686351706036745,0.75,0.902,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-30-33.smt2",0,0.874917727073278,0.953,1.106,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-30-34.smt2",0,1.10759297520661,1.281,1.739,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-31-32.smt2",0,0.709992546848382,0.797,1.737,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-31-33.smt2",0,0.89998623348018,0.781,1.139,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-31-34.smt2",0,1.20059029296021,1.313,1.719,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-31-35.smt2",0,1.52814994298746,1.922,2.164,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-31-36.smt2",0,2.04382034180909,2.344,2.485,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-32-35.smt2",0,1.59485643350605,1.766,2.903,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-32-36.smt2",0,1.93194664815549,2.328,2.495,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-32-37.smt2",0,2.46275684931507,2.75,2.918,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-32-38.smt2",0,3.05689973901697,3.359,3.512,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-32-39.smt2",0,3.66020860354518,4.047,4.249,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-33-37.smt2",0,2.50232392825897,2.734,2.876,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-33-38.smt2",0,2.92208451848842,3.438,3.634,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-33-39.smt2",0,3.53737794955248,4.156,4.414,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-33-40.smt2",0,4.88336571675302,5.406,5.694,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-34-40.smt2",0,4.78456930051814,5.297,6.497,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-36-31.smt2",0,0.27656627719581,0.328,0.494,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-36-33.smt2",0,0.876890696347032,0.734,0.861,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-38-32.smt2",0,0.407405484004986,0.469,0.639,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-38-33.smt2",0,0.487169471153846,0.484,0.646,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-38-34.smt2",0,1.21214462299135,1.406,2.102,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-38-35.smt2",0,1.56252667520273,1.75,1.867,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-39-34.smt2",0,1.06546780684105,1.266,1.411,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-39-35.smt2",0,1.34708788898234,1.531,1.687,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-39-36.smt2",0,2.00639386189258,2.25,2.437,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-39-37.smt2",0,2.34052074857608,2.75,2.929,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-39-38.smt2",0,3.03071528054119,3.641,3.824,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-41-36.smt2",0,1.91022170004087,2.234,2.36,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-41-37.smt2",0,2.56154173764906,2.875,3.878,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-41-38.smt2",0,2.83957259024197,3.422,3.645,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-41-39.smt2",0,3.7251522401044,4.094,4.235,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-41-40.smt2",0,4.91159326424871,5.438,5.73,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-42-39.smt2",0,3.64591346153846,4.078,4.307,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-42-40.smt2",0,4.69158479282358,5.25,5.471,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-6-24.smt2",0,0.066519129019129,0.078,0.277,1,0,0,
"QF_LIA/nec-smt/med/int_from_list/prp-6-25.smt2",0,0.0987964162348878,0.109,0.858,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-6-26.smt2",0,0.12702396373057,0.141,0.903,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-9-24.smt2",0,0.0753515444905487,0.078,0.213,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-9-25.smt2",0,0.0948249067550766,0.109,0.232,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-9-26.smt2",0,0.142119565217391,0.156,0.259,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-9-27.smt2",0,0.161486208316179,0.188,0.296,0,1,0,
"QF_LIA/nec-smt/med/int_from_list/prp-9-28.smt2",0,0.267519181585678,0.25,0.351,0,1,0,
"QF_LIA/nec-smt/med/mygetpwnam/prp-0-45.smt2",0,6.25604752770673,7.016,7.355,1,0,0,
"QF_LIA/nec-smt/med/mygetpwnam/prp-1-46.smt2",0,8.00364104248796,8.734,9.18,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-0-48.smt2",0,0.119341000365097,0.156,0.265,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-0-49.smt2",0,0.130697720911635,0.156,0.572,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-0-50.smt2",0,0.164949537426409,0.188,0.278,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-1-48.smt2",0,0.144286717495987,0.172,0.321,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-1-49.smt2",0,0.146282546786005,0.172,0.265,1,0,0,
"QF_LIA/nec-smt/med/print_file/prp-1-50.smt2",0,0.184362662154541,0.156,0.258,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-0-12.smt2",0,0.0139332907075874,0.016,0.193,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-0-14.smt2",0,0.0681841885690446,0.078,0.153,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-0-15.smt2",0,0.0425618489583333,0.047,0.159,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-0-17.smt2",0,0.0656903135048231,0.078,0.208,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-1-14.smt2",0,0.0406898340248963,0.047,0.171,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-1-16.smt2",0,0.0724778270509975,0.063,0.165,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-2-16.smt2",0,0.0522790883646541,0.063,0.479,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-2-18.smt2",0,0.0957374476987448,0.109,0.591,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-3-17.smt2",0,0.0602812355924389,0.063,0.222,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-4-17.smt2",0,0.0715889180902322,0.078,0.247,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-5-17.smt2",0,0.0800837076357697,0.094,0.223,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-6-18.smt2",0,0.102831301612269,0.125,0.757,1,0,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-7-18.smt2",0,0.109140233722872,0.125,0.235,0,1,0,
"QF_LIA/nec-smt/small/checkpass_pwd/prp-8-18.smt2",0,0.104935794542536,0.125,0.264,0,1,0,
"QF_LIA/nec-smt/small/config_read_line/prp-1-22.smt2",0,0.0448593321134492,0.047,0.15,1,0,0,
"QF_LIA/nec-smt/small/config_read_line/prp-1-31.smt2",0,0.116377392078327,0.125,0.249,1,0,0,
"QF_LIA/nec-smt/small/int_from_list/prp-16-23.smt2",0,0.0715889180902322,0.078,0.216,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-2-17.smt2",0,0.0278665814151748,0.031,0.159,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-2-19.smt2",0,0.030154520295203,0.031,0.675,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-3-18.smt2",0,0.0400418538178848,0.047,0.153,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-3-19.smt2",0,0.0281546080964686,0.031,0.372,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-3-20.smt2",0,0.0119341000365097,0.016,0.16,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-3-21.smt2",0,0.03192138671875,0.031,0.163,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-4-19.smt2",0,0.0140651893287435,0.016,0.255,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-4-21.smt2",0,0.0436415220293725,0.047,0.189,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-5-20.smt2",0,0.0682126460767947,0.078,0.161,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-5-21.smt2",0,0.0290943480195817,0.031,0.147,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-5-22.smt2",0,0.0448593321134492,0.047,0.146,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-5-23.smt2",0,0.0436415220293725,0.047,0.155,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-6-22.smt2",0,0.0448593321134492,0.047,0.193,0,1,0,
"QF_LIA/nec-smt/small/int_from_list/prp-6-23.smt2",0,0.0452317804428045,0.047,0.448,0,1,0,
"QF_LIA/nec-smt/small/print_file/prp-0-46.smt2",0,0.123245705906996,0.141,0.275,1,0,0,
"QF_LIA/nec-smt/small/print_file/prp-0-47.smt2",0,0.120076530612245,0.141,0.264,1,0,0,
"QF_LIA/nec-smt/small/print_file/prp-1-46.smt2",0,0.149531107044831,0.156,0.264,1,0,0,
"QF_LIA/nec-smt/small/print_file/prp-1-47.smt2",0,0.136767782426778,0.156,0.558,1,0,0,
"QF_LIA/pb2010/normalized-1096.cudf.paranoid.smt2",0,0.0135295943708609,0.016,0.178,1,0,0,
"QF_LIA/pb2010/normalized-j1201_5-sat.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12010_10-sat.smt2",,851.444851444851,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12013_1-unsat.smt2",0,3.20127909530083,3.484,3.687,0,1,0,
"QF_LIA/pb2010/normalized-j12015_3-unsat.smt2",0,2.34534654395191,2.984,3.161,0,1,0,
"QF_LIA/pb2010/normalized-j12016_4-sat.smt2",,1025.99313388916,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12021_4-sat.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12022_9-sat.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12023_3-unsat.smt2",0,2.92363992623329,3.031,3.219,0,1,0,
"QF_LIA/pb2010/normalized-j12026_5-unsat.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12027_7-unsat.smt2",,884.940778341794,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j1203_2-sat.smt2",,871.303623490212,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12032_3-unsat.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12032_8-unsat.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12033_3-sat.smt2",,851.444851444851,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12034_4-sat.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12036_3-sat.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12036_4-sat.smt2",,930.604982206406,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12037_7-sat.smt2",,816.86841077704,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12038_8-unsat.smt2",,964.499769479023,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12041_4-unsat.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12045_10-sat.smt2",,836.465413834466,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12047_10-unsat.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j1205_1-unsat.smt2",0,2.3806421718273,2.609,2.773,0,1,0,
"QF_LIA/pb2010/normalized-j12052_5-unsat.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12056_10-unsat.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j12058_4-sat.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j1208_10-unsat.smt2",,983.082706766917,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j1209_4-sat.smt2",,978.484565014032,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j301_4-unsat.smt2",0,5.72584650112867,6.063,6.381,0,1,0,
"QF_LIA/pb2010/normalized-j3020_1-sat.smt2",0,2.85618932038835,3.094,3.211,1,0,0,
"QF_LIA/pb2010/normalized-j3024_4-sat.smt2",0,2.7301072234763,2.891,3.107,1,0,0,
"QF_LIA/pb2010/normalized-j3025_1-sat.smt2",,932.67944716897,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3025_7-sat.smt2",,960.514233241506,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3027_8-sat.smt2",0,4.75081482375663,4.703,4.989,1,0,0,
"QF_LIA/pb2010/normalized-j3029_6-sat.smt2",,927.716186252772,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3029_8-unsat.smt2",,948.75283446712,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3031_7-sat.smt2",0,5.69726652797041,5.891,6.185,1,0,0,
"QF_LIA/pb2010/normalized-j3037_5-sat.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3041_4-unsat.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3046_4-unsat.smt2",,817.1875,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j3048_8-sat.smt2",0,0.654568210262828,0.75,0.9,1,0,0,
"QF_LIA/pb2010/normalized-j308_1-unsat.smt2",0,0.220762044124268,0.234,0.371,0,1,0,
"QF_LIA/pb2010/normalized-j308_6-sat.smt2",0,0.767237163814178,0.75,0.882,1,0,0,
"QF_LIA/pb2010/normalized-j309_10-unsat.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j309_9-sat.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j6010_2-unsat.smt2",0,0.71156462585034,0.75,0.847,0,1,0,
"QF_LIA/pb2010/normalized-j6013_2-unsat.smt2",,1041.31408661025,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j6015_4-sat.smt2",0,25.5886994949495,29.063,30.191,1,0,0,
"QF_LIA/pb2010/normalized-j6018_3-sat.smt2",0,18.4955262036642,20.75,21.639,1,0,0,
"QF_LIA/pb2010/normalized-j602_7-unsat.smt2",0,1.25192024410774,1.422,1.572,0,1,0,
"QF_LIA/pb2010/normalized-j6022_1-sat.smt2",0,31.8273026315789,35.844,37.332,1,0,0,
"QF_LIA/pb2010/normalized-j6027_4-unsat.smt2",0,0.65375,0.719,0.842,0,1,0,
"QF_LIA/pb2010/normalized-j603_2-unsat.smt2",0,0.672130717582879,0.766,0.901,0,1,0,
"QF_LIA/pb2010/normalized-j6030_9-unsat.smt2",0,1.0983,1.313,1.685,0,1,0,
"QF_LIA/pb2010/normalized-j6033_2-unsat.smt2",0,1.21064814814815,1.313,1.464,0,1,0,
"QF_LIA/pb2010/normalized-j6035_10-sat.smt2",0,13.7827243049705,15.641,16.4,1,0,0,
"QF_LIA/pb2010/normalized-j6040_1-sat.smt2",0,11.8485691573927,14.25,14.851,1,0,0,
"QF_LIA/pb2010/normalized-j6041_4-sat.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j6048_4-sat.smt2",0,11.3594858156028,12.25,12.787,1,0,0,
"QF_LIA/pb2010/normalized-j605_10-unsat.smt2",,934.763181411975,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j605_1-unsat.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j605_7-sat.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j606_1-unsat.smt2",0,0.64659617003367,0.734,0.841,0,1,0,
"QF_LIA/pb2010/normalized-j9010_6-unsat.smt2",0,1.48704717775906,1.688,1.855,0,1,0,
"QF_LIA/pb2010/normalized-j9010_8-sat.smt2",,866.611433305717,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j9012_2-unsat.smt2",0,1.18555699481865,1.313,1.434,0,1,0,
"QF_LIA/pb2010/normalized-j9012_5-sat.smt2",0,115.619037102474,140.766,146.39,1,0,0,
"QF_LIA/pb2010/normalized-j9014_1-unsat.smt2",0,1.46081305309735,1.578,1.715,0,1,0,
"QF_LIA/pb2010/normalized-j9015_10-unsat.smt2",0,1.39095744680851,1.469,1.636,0,1,0,
"QF_LIA/pb2010/normalized-j9027_5-sat.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j9028_2-unsat.smt2",0,1.22662371134021,1.422,1.554,0,1,0,
"QF_LIA/pb2010/normalized-j903_10-unsat.smt2",0,1.03510416666667,1.188,1.346,0,1,0,
"QF_LIA/pb2010/normalized-j9035_1-unsat.smt2",0,4.05746406794425,4.453,5.616,0,1,0,
"QF_LIA/pb2010/normalized-j9035_5-sat.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j9039_3-unsat.smt2",0,1.51331018518519,1.719,1.868,0,1,0,
"QF_LIA/pb2010/normalized-j9042_5-sat.smt2",,939.802336028751,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j9043_2-sat.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j9048_1-unsat.smt2",0,1.66756438831105,1.609,1.744,0,1,0,
"QF_LIA/pb2010/normalized-j906_2-sat.smt2",,1020.98584675451,1000,1000,0,0,0,
"QF_LIA/pb2010/normalized-j907_8-unsat.smt2",0,0.918112350268485,1.063,1.225,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-10.smt2",0,0.0142740174672489,0.016,0.142,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-11.smt2",0,0.0159451219512195,0.016,0.168,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-12.smt2",0,0.0282031924072476,0.031,0.169,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-13.smt2",0,0.0279738981600342,0.031,0.159,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-14.smt2",0,0.0412547328565418,0.047,0.21,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-15.smt2",0,0.0284486510008703,0.031,0.17,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-16.smt2",0,0.0440730337078652,0.047,0.628,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-17.smt2",0,0.0376006518404908,0.047,0.177,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-18.smt2",0,0.0552153716216216,0.063,0.167,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-19.smt2",0,0.0423230470435908,0.047,0.229,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-2.smt2",0,0.0143240578439965,0.016,0.149,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-20.smt2",0,0.041272095959596,0.047,0.18,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-3.smt2",0,0.0151682134570766,0.016,0.139,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-4.smt2",0,0.0279380341880342,0.031,0.171,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-5.smt2",0,0.0283499566348656,0.031,0.139,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-6.smt2",0,0.0268260155929422,0.031,0.162,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-7.smt2",0,0.0399277280130293,0.047,0.187,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-8.smt2",0,0.0141381920415225,0.016,0.143,0,1,0,
"QF_LIA/pidgeons/pigeon-hole-9.smt2",0,0.0410646984924623,0.047,0.154,0,1,0,
"QF_LIA/prime-cone/prime_cone_sat_10.smt2",0,0.0279858732876712,0.031,0.173,1,0,0,
"QF_LIA/prime-cone/prime_cone_sat_11.smt2",0,0.0287489006156552,0.031,0.398,1,0,0,
