,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-48.smt2",0,3.96576286764706,4.641,4.894,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-49.smt2",0,6.31401873970346,7.328,7.653,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-50.smt2",0,8.62881989596879,9.516,9.919,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-46.smt2",0,4.48170057496683,4.844,5.073,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-47.smt2",0,5.46869891008174,4.797,5.177,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-48.smt2",0,7.42381228273465,9.188,9.589,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-49.smt2",0,6.77537305805397,7.922,8.284,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-50.smt2",0,7.90602899575672,8.016,8.304,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-46.smt2",0,4.35219730490748,5.172,5.403,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-47.smt2",0,4.89766798831386,5.609,5.898,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-48.smt2",0,4.14654078844653,5.078,5.369,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-49.smt2",0,9.1370094409478,11.797,12.286,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-50.smt2",0,6.48150428265525,7.234,7.566,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-46.smt2",0,1.61164664981037,1.828,1.966,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-47.smt2",0,2.84884861627427,3.297,3.497,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-48.smt2",0,10.5108215547703,11.375,11.85,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-49.smt2",0,11.6017980847596,13.609,14.198,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-50.smt2",0,5.72240606319385,6.406,6.66,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-46.smt2",0,3.25021805494985,3.563,3.702,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-47.smt2",0,4.45291684572411,4.953,5.221,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-48.smt2",0,4.91079812206573,5.5,5.746,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-49.smt2",0,7.32800088261253,7.938,8.277,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-50.smt2",0,10.6310500202511,12.547,13.099,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-46.smt2",0,7.48724376114082,8.031,8.422,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-47.smt2",0,9.90619379496403,10.531,10.985,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-48.smt2",0,15.0257056451613,20.484,21.359,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-49.smt2",0,12.6945851293103,14.078,14.713,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-50.smt2",0,17.8509147631134,20.172,20.934,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-46.smt2",0,11.2516920928234,12.516,13.066,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-47.smt2",0,11.5855953257269,15.047,15.696,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-48.smt2",0,14.0793347595762,16.516,17.243,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-49.smt2",0,20.6277732128184,24,25.04,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-50.smt2",0,29.3951394462279,35.016,36.456,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-46.smt2",0,8.34117609903992,7.891,8.199,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-47.smt2",0,9.4773613963039,11.031,11.496,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-48.smt2",0,11.9084572490706,12.25,12.821,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-49.smt2",0,19.0239592138631,21.516,22.456,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-50.smt2",0,28.4664600089366,30.453,31.71,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-46.smt2",0,8.84902386117137,9.75,10.175,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-47.smt2",0,8.06157975460123,9.422,9.818,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-48.smt2",0,10.615081799591,12.406,12.896,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-49.smt2",0,16.3717119332763,18.297,19.078,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-50.smt2",0,19.8017507449979,22.234,23.185,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-46.smt2",0,7.28585313174946,8.063,8.451,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-47.smt2",0,6.85653895547945,7.656,7.964,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-48.smt2",0,11.6627379371403,12.594,13.198,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-49.smt2",0,15.7889314928425,18.453,19.297,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-50.smt2",0,21.825640311804,23.422,24.492,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-46.smt2",0,3.63194444444444,3.734,3.913,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-47.smt2",0,3.14601316357358,3.484,3.727,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-48.smt2",0,11.9263286334056,13.141,13.729,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-49.smt2",0,2.78323084200568,2.813,3,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-50.smt2",0,3.35762839879154,3.719,4.063,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-46.smt2",0,2.93098847139197,3.281,3.534,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-47.smt2",0,2.95136683303085,3.109,3.273,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-48.smt2",0,3.71032045748813,4.109,4.339,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-49.smt2",0,17.0276473099915,19.063,19.943,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-50.smt2",0,4.61333184457347,4.938,5.177,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-46.smt2",0,39.2136747509744,43.281,45.112,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-47.smt2",0,46.4151247848537,51.563,53.692,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-48.smt2",0,74.7557322485207,84.547,88.035,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-49.smt2",0,71.9495396600566,84.984,88.433,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-50.smt2",0,65.3223207091056,77.5,80.693,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-46.smt2",0,8.15367483296214,8.75,9.199,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-47.smt2",0,11.5048580786026,12.594,13.187,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-48.smt2",0,15.3575717633275,12.531,13.048,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-49.smt2",0,9.73700904677847,10.547,11.01,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-50.smt2",0,10.7515773686388,12.422,12.996,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-46.smt2",0,19.9489889705882,23.344,24.332,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-47.smt2",0,17.3699694479562,19.703,20.661,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-48.smt2",0,9.30836092715232,10.75,11.285,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-49.smt2",0,34.9376782077393,41,42.633,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-50.smt2",0,49.2484426910299,56.688,58.966,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-46.smt2",0,16.3991056308213,18.516,19.322,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-47.smt2",0,76.1767879161529,88.594,92.084,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-48.smt2",0,97.6097240840036,104.422,108.716,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-49.smt2",0,87.6826253481894,90.281,93.97,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-50.smt2",0,77.5930761099366,87.719,91.296,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-46.smt2",0,20.0534981768459,21.031,21.91,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-47.smt2",0,17.687983509772,20.766,21.684,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-48.smt2",0,19.235501310616,21.047,21.915,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-49.smt2",0,28.1254619565217,30.922,32.222,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-50.smt2",0,32.7546476992605,38.109,39.725,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-46.smt2",0,9.23068936877076,10.625,11.134,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-47.smt2",0,11.4419679539852,13.313,13.939,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-48.smt2",0,14.7046140241365,16.891,17.647,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-49.smt2",0,16.0518973214286,18.906,19.728,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-50.smt2",0,19.784207222866,24.484,25.48,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-21-41.smt2",0,9.27465397923875,10.25,10.745,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-41.smt2",0,2.1052001740644,2.313,2.468,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-42.smt2",0,2.70027173913043,2.969,3.132,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-43.smt2",0,2.16863466608084,2.359,2.577,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-27-41.smt2",0,1.42298032649644,1.625,1.832,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-27-42.smt2",0,3.90782801035822,4.328,4.558,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-33-41.smt2",0,2.26923655698234,2.703,3.003,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-41.smt2",0,5.87963836477987,6.703,6.974,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-42.smt2",0,10.6833953309389,9.953,10.38,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-43.smt2",0,11.7506586651054,14.391,14.987,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-44.smt2",0,9.440799689441,10.172,10.676,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-42.smt2",0,4.48044181034482,4.969,5.265,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-43.smt2",0,2.6580348499516,2.625,2.773,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-44.smt2",0,10.1106721449642,11.469,12.083,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-45.smt2",0,4.36890714600794,4.734,5.069,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-46.smt2",0,13.6680345572354,15.125,15.774,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-46.smt2",0,9.44783442982456,10.297,10.808,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-47.smt2",0,44.3923824692443,48.297,50.345,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-48.smt2",0,21.6878518839324,23.938,24.936,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-49.smt2",0,32.4194540353906,35.906,37.39,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-50.smt2",0,27.1325789923143,30.375,31.623,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-46.smt2",0,5.91353036876356,6.516,6.845,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-47.smt2",0,14.7037750856583,14.359,14.973,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-48.smt2",0,28.0825020358306,32.969,34.399,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-49.smt2",0,32.5651767151767,37.438,39.025,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-50.smt2",0,26.8861186688991,30.703,32.019,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-41.smt2",0,7.31927166934189,8.719,9.158,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-42.smt2",0,7.44941060903733,7.25,7.566,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-43.smt2",0,6.17665340626554,5.938,6.225,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-46.smt2",0,13.511343676815,16.547,17.261,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-47.smt2",0,12.5660613964687,14.969,15.616,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-48.smt2",0,7.69676598837209,8.859,9.34,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-49.smt2",0,27.6575700431034,30.672,31.99,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-50.smt2",0,35.2705833678113,40.75,42.444,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-41.smt2",0,1.8639979338843,2.156,2.387,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-42.smt2",0,2.46940502183406,2.703,2.889,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-43.smt2",0,2.82436583432422,3.406,3.643,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-44.smt2",0,7.11765612161052,8.281,8.712,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-45.smt2",0,19.5890400717703,23.484,24.913,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-44.smt2",0,12.6103379211175,14.672,15.274,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-45.smt2",0,11.5094722985348,12.016,12.547,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-46.smt2",0,12.6523168103448,14.031,14.701,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-47.smt2",0,26.0666607648725,26.391,27.509,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-48.smt2",0,11.6541684457728,13.047,13.649,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-46.smt2",0,10.2099910926366,12.328,12.856,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-47.smt2",0,21.5241978897502,23.891,24.891,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-48.smt2",0,28.504875109553,31.094,32.347,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-49.smt2",0,22.7461776859504,26.313,27.468,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-50.smt2",0,11.9891385567891,13.422,13.987,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-46.smt2",0,16.6311860940695,19.438,20.265,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-47.smt2",0,19.9130747126437,24.016,25.019,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-48.smt2",0,13.089336622807,14.266,14.984,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-49.smt2",0,18.8344927226027,21.031,21.952,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-50.smt2",0,16.8139712292938,18.438,19.256,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-46.smt2",0,11.3455169211721,13.141,13.766,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-47.smt2",0,15.1423919628433,17.922,18.684,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-48.smt2",0,16.1978236607143,19.078,19.976,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-49.smt2",0,16.1735026041667,16.328,17.047,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-50.smt2",0,17.6867039852095,20.578,21.498,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-46.smt2",0,17.2339324618736,18.906,19.702,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-47.smt2",0,14.5504208229426,16.734,17.472,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-48.smt2",0,16.8058394954328,18.469,19.263,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-49.smt2",0,14.7287003800676,16.672,17.423,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-50.smt2",0,18.3074857414449,23.016,24.036,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-46.smt2",0,6.26381096245144,6.938,7.283,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-47.smt2",0,12.299591002045,14.375,14.976,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-48.smt2",0,2.07292905271502,2.5,2.708,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-49.smt2",0,12.8743606138107,14.438,15.073,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-50.smt2",0,25.1304152578191,28.422,29.643,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-46.smt2",0,16.0626535626536,18.75,19.587,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-47.smt2",0,16.9048705722071,14.828,15.548,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-48.smt2",0,22.3775581861958,26.656,27.727,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-49.smt2",0,33.1694872654155,35.484,37.002,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-50.smt2",0,25.0155274656679,28.734,29.98,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-46.smt2",0,16.2631064967105,18.906,19.725,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-47.smt2",0,9.8651463963964,9.422,9.824,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-48.smt2",0,17.5518843438538,20.203,21.069,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-49.smt2",0,18.6520393668831,21.969,22.9,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-50.smt2",0,11.5512218045113,13.219,13.783,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-46.smt2",0,10.0966837803856,11.516,12.036,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-47.smt2",0,23.070479777954,27.813,28.99,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-48.smt2",0,12.852725,15.359,16.033,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-49.smt2",0,26.6424432641236,26.375,27.409,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-50.smt2",0,40.8313891267123,45.594,47.52,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-46.smt2",0,1.357542752443,1.594,1.833,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-47.smt2",0,16.5604285037879,16.719,17.341,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-48.smt2",0,1.75084420121099,1.797,1.972,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-49.smt2",0,8.51130527020992,9.109,9.638,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-50.smt2",0,25.1976479514416,23.813,24.947,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-46.smt2",0,3.20570886335659,3.734,3.99,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-47.smt2",0,15.0590305915721,17.766,18.5,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-48.smt2",0,6.39574728962313,5.922,6.214,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-49.smt2",0,23.8806482263514,27.031,28.2,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-50.smt2",0,23.1680930568949,22.969,23.939,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-46.smt2",0,12.6159424800797,12.109,12.634,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-47.smt2",0,14.7526287807183,14.922,15.564,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-48.smt2",0,5.4572934595525,6.063,6.411,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-49.smt2",0,24.0582304980167,26.094,27.206,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-50.smt2",0,18.7975845690454,19.391,20.232,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-46.smt2",0,3.28065560501821,3.875,4.138,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-47.smt2",0,23.5800677061962,27.469,28.583,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-48.smt2",0,1.66487014624307,1.578,2.491,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-49.smt2",0,22.4328950417053,23.141,24.076,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-50.smt2",0,35.1116925837321,35.078,36.461,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-46.smt2",0,9.91585305719921,12.016,12.544,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-47.smt2",0,24.3203924914676,30.656,31.951,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-48.smt2",0,5.5107586512866,5.938,6.231,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-49.smt2",0,20.7920869813475,26.109,27.143,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-50.smt2",0,24.5838736263736,26.734,27.874,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-46.smt2",0,1.53085972346119,1.641,1.867,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-47.smt2",0,3.86083036068173,4.656,4.952,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-48.smt2",0,3.09039863593603,3.141,3.345,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-49.smt2",0,26.774334251607,27.875,28.993,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-50.smt2",0,37.8003380169671,34.078,35.484,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-46.smt2",0,17.4518008474576,18.703,19.452,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-47.smt2",0,16.9161993309721,20.547,21.477,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-48.smt2",0,17.7735002006421,21.172,22.083,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-49.smt2",0,13.172121634169,13.563,14.17,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-50.smt2",0,10.0605409743202,12.734,13.276,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-46.smt2",0,24.515625,28.5,29.663,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-47.smt2",0,8.49689275568182,8.578,8.924,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-48.smt2",0,1.6193116359447,2.016,2.273,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-49.smt2",0,22.9045773862623,24.547,25.541,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-50.smt2",0,21.2053648299613,23.547,24.6,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-46.smt2",0,12.7541411042945,14.906,15.544,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-47.smt2",0,15.3541747011184,19.031,19.88,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-48.smt2",0,5.36816674290943,5.609,5.885,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-49.smt2",0,15.8696363819501,18.828,19.625,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-50.smt2",0,26.8892738359202,28.984,30.148,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-47.smt2",0,15.3773369565217,16.906,17.684,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-48.smt2",0,7.73058730784391,9.375,9.812,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-49.smt2",0,18.3270929339478,22.813,23.827,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-50.smt2",0,5.97908854166667,6.859,7.219,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-46.smt2",0,31.213413966725,34.078,35.43,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-47.smt2",0,13.3623626373626,14.531,15.158,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-48.smt2",0,30.2774894067797,34.156,35.565,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-49.smt2",0,34.91025,37.547,39.14,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-50.smt2",0,37.1409171861086,39.875,41.521,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-46.smt2",0,14.0341154261057,12.438,13.017,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-47.smt2",0,8.23642377567141,9.969,10.506,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-48.smt2",0,7.53361075544174,8.438,8.846,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-49.smt2",0,14.4611835919135,14.703,15.359,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-50.smt2",0,12.2560949978983,13.938,14.543,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-47.smt2",0,1.46105390008764,1.594,1.787,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-48.smt2",0,1.40869613016711,1.531,2.017,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-49.smt2",0,3.18588833041958,3.484,3.716,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-50.smt2",0,1.71811506183746,1.859,2.033,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-47.smt2",0,1.46122038444345,1.563,1.703,0,1,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-48.smt2",0,1.827434625789,1.938,2.139,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-49.smt2",0,2.37673922800718,2.531,2.732,1,0,0,
