,"smt.arith.nl.grobner=false","-file:{0} smt.arith.nl.grobner=false",,,,,,
"QF_NIA_small\From_T2__nakata.t2__p5341_terminationG_0.smt2",,800,1000,1000,0,0,0,
"QF_NIA_small\From_T2__nakata.t2__p5353_edge_closing_0.smt2",,1125.33620225928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__nakata.t2__terminationQ_6_0.smt2",0,2.45473672852827,2.719,2.921,1,0,0,
"QF_NIA_small\From_T2__nakata.t2__terminationS_3_0.smt2",0,28.9720968403775,33.75,35.163,0,1,0,
"QF_NIA_small\From_T2__ndes.t2__p5373_terminationG_0.smt2",0,18.0895901807724,21.047,21.916,1,0,0,
"QF_NIA_small\From_T2__ndes.t2_fixed__term_unfeasibility_2_0.smt2",0,15.0645496283341,16.469,17.096,1,0,0,
"QF_NIA_small\From_T2__neg-acqrel-fail.t2__p5620_terminationG_0.smt2",0,19.9430631007104,22.813,23.782,0,1,0,
"QF_NIA_small\From_T2__non_term.t2__p6235_terminationG_0.smt2",0,3.81019938650307,4.156,4.392,0,1,0,
"QF_NIA_small\From_T2__non_term.t2__p6251_terminationG_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_T2__oct_vs_subpoly.t2__p6291_terminationG_0.smt2",0,17.8438319493007,19.516,20.33,0,1,0,
"QF_NIA_small\From_T2__oct_vs_subpoly.t2__p6309_terminationG_0.smt2",0,86.7767770793041,85.781,89.322,0,1,0,
"QF_NIA_small\From_T2__opt-tree.c.t2__p6338_terminationG_0.smt2",0,2.93402338811631,3.328,3.561,1,0,0,
"QF_NIA_small\From_T2__opt-tree.c.t2__terminationS_1_0.smt2",0,12.6302333187963,13.844,14.424,0,1,0,
"QF_NIA_small\From_T2__p.t2__p8315_terminationG_0.smt2",0,161.16160791993,177.031,184.175,1,0,0,
"QF_NIA_small\From_T2__p.t2__terminationS_3_0.smt2",0,50.6023720349563,58.125,60.5,0,1,0,
"QF_NIA_small\From_T2__p_armc.t2__p6954_edge_closing_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__p-43-terminate.t2__p6637_terminationG_0.smt2",0,0.85439502529511,0.969,1.198,1,0,0,
"QF_NIA_small\From_T2__p-43-terminate.t2_fixed__p6628_terminationG_0.smt2",0,8.29060294728103,9.547,10.22,1,0,0,
"QF_NIA_small\From_T2__p-46.t2__p6685_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__p-5.t2__p6860_edge_closing_0.smt2",0,233.038260456274,234.375,243.797,1,0,0,
"QF_NIA_small\From_T2__p-5.t2_fixed__p6778_terminationG_0.smt2",,921.5859030837,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p6980_terminationG_0.smt2",,861.969509682736,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7002_edge_closing_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7021_edge_closing_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7043_edge_closing_0.smt2",0,7.09546127281697,6.875,7.162,0,1,0,
"QF_NIA_small\From_T2__pentagon.t2__p7069_edge_closing_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7100_edge_closing_0.smt2",,978.027115474521,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7126_edge_closing_0.smt2",0,7.44970930232558,8.422,8.751,0,1,0,
"QF_NIA_small\From_T2__pentagon.t2__p7145_edge_closing_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7164_edge_closing_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,9.7803987258348,10.641,11.036,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",0,783.392596378505,961.641,999.725,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,7.78604849000425,8.75,9.17,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,8.6892617085863,9.578,9.982,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,18.3920688365133,23.5,24.423,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,5.43303164845173,5.703,6.023,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,48.2735927152318,52.266,54.385,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",0,0.729957570343904,0.781,1.064,0,1,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,34.1982668067227,38.906,40.482,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,42.6653524555461,48.172,50.112,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.625398596938776,0.703,0.88,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.14848594460521,3.641,3.891,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.551517489711934,0.641,0.861,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",,838.476953907816,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.788706434316354,0.844,1.033,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.99593565256935,1.047,1.253,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,899.011602922217,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,960.955443270556,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,14.5233807506053,17.203,17.961,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",0,262.315079535684,291.656,303.585,1,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,207.726849613154,205.344,213.672,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,941.070625281152,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,52.7946134868421,53.703,55.895,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",0,24.855324614666,25.438,26.511,1,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,781.17998506348,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,58.0964661738351,61.984,64.541,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",,930.604982206406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,845.252525252525,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,970.315398886828,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,20.183591954023,20.984,21.887,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,156.413739669422,171.891,178.535,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,14.4748291571754,15.188,15.752,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,2.90074503311258,3.141,3.332,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,3.08618683510638,3.328,3.563,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,0.987724268177526,1,1.175,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,3.6920510964005,4.266,4.48,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",0,40.514655707196,46.828,48.718,1,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,7.79439762796505,8.953,9.419,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,10.1587495025866,12.203,12.754,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,968.967114404817,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,855.973813420622,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,32.3467093831451,35.594,37.102,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,10.4246621621622,11.984,12.542,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.674394736842105,0.766,0.96,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,13.4274711168164,15,15.652,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,825.246548323471,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,14.1682550547599,16.078,16.765,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,4.93781210986267,5.672,6.128,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,1085.62532433835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,5.78886484687084,6.234,6.738,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,869.85446985447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,3.78705073995772,4.281,4.547,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,851.098454027665,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,933.928571428571,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,3.28948202959831,3.719,3.962,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,1027.00049091802,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,4.75608049935428,5.281,5.578,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,851.791530944625,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,5.8126902173913,6.391,6.719,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,5.66919679122664,6.672,7.026,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,9.79717853839038,10.125,10.562,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,14.4199176565874,12.766,13.248,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.21978511530398,1.391,1.598,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,2.58192436757873,2.391,2.633,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.44421438712731,2.469,2.628,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,27.1028972520908,32.531,33.858,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,14.6624062890462,16.828,17.622,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.08061139028476,2.375,2.626,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.28898757628596,4.703,5.049,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,1.74154713114754,1.828,2.042,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.83279625779626,4.406,4.633,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,856.674856674857,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,1.41757015306122,1.594,1.803,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,4.18060704355885,4.313,4.538,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.69061400937868,4.641,4.879,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.53411893019727,4.453,4.752,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,9.93688257745847,10.578,11.39,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,2.22045402033272,2.297,2.539,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,3.24219752030782,3.625,3.841,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,19.7819384449244,21.891,22.807,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,2.00486945710733,2.313,2.602,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,3.14676102629347,3.547,3.792,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,3.229400166044,3.719,3.918,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.25994377342774,2.594,2.764,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.74389137857448,1.953,2.15,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,7.42261139674379,8.281,8.706,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.2654702970297,2.406,2.645,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.48509658081705,4.828,5.08,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.51636737747849,1.938,2.215,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,982.159624413146,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,15.9667571234735,16.875,17.537,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,7.57160371452421,8.672,9.066,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.869275010552976,0.984,1.173,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.42180770887166,1.578,1.792,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,981.238273921201,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,835.463258785943,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.40545789043336,2.813,3.037,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,14.8994186046511,13.781,14.341,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,117.353036310518,134.406,139.803,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,38.1085133744856,44.266,46.072,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,829.500396510706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.4771000422119,3.938,4.167,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,942.767012167643,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,9.6457687338501,8.922,9.345,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,3.26737715245695,3.719,4.047,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,2.19080864497329,2.156,2.386,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,2.85065406976744,3.281,3.487,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,2.01917721518987,1.906,2.092,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.32993630573249,6,6.301,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.647704755614267,0.703,0.873,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.207057643581081,0.234,0.43,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,16.0305422473868,17.594,18.454,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.62389823717949,1.938,2.253,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,978.484565014032,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,1055.49949545913,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.19849410737669,1.313,1.539,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,6.17355670103093,7.156,7.501,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.230464159811986,0.281,0.477,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,96.6756790245837,116.547,121.256,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,28.9806701030928,32.25,33.635,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.18014871563767,2.313,2.542,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.39809666381523,1.563,1.751,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,27.1338669685209,30.078,31.232,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.61064672239331,1.75,2.198,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.84305102516309,1.891,2.231,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.66737493929091,4.594,4.82,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,31.5380494505495,34.297,35.681,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,3.1883481764207,3.594,3.813,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,828.18685669042,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,1.52784626929674,1.703,1.913,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,7.55224130240856,8.094,8.426,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,32.5293346774193,38.563,40.159,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.23751528740318,4.969,5.224,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.9337873931624,22.297,23.24,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.67953326180258,2.984,3.168,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,982.620948802255,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.17831242649941,2.656,2.907,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.29191852030949,2.266,2.496,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,5.96959595959596,7.063,7.41,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,2.05872429305913,2.297,2.494,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,17.8831412825651,21.328,22.239,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.05950840879689,4.5,4.828,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,5.09044181977253,5.563,5.868,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.13558333333333,2.297,2.507,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,58.0286771250556,62.328,64.887,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,3.15943617455138,3.703,3.957,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,8.02054398148149,9.109,9.529,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.76731220657277,0.859,1.055,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,3.49251271970398,3.609,3.941,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,870.216306156406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,27.7685739806642,31.578,32.872,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,1.86663578901482,2.047,2.289,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.49201737855946,1.703,1.911,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,1.08115871993127,1.203,1.434,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,18.7401699644851,17.656,18.368,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,948.75283446712,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,7.83360566448802,8.594,8.989,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,1.87875432152118,2.078,2.299,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,10.0915448003714,10.391,10.85,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.17231701841042,2.313,2.499,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,9.58773874488404,10.078,10.553,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,36.9344683845821,40.766,42.475,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",0,4.41056369285397,4.75,5.038,0,1,0,
